CUSTOMER_ID,COUNTRY_UNIFORM,COUNTRY_WEIGHTED,AGE,PHONE
0000000868,FR,IN,46,
0000000869,IN,US,18,
0000000870,US,US,39,0685389097
0000000871,IN,IN,51,1528506762
0000000872,DE,FR,34,3814474430
0000000873,FR,US,34,0797050975
0000000874,DE,US,64,2650167318
0000000875,IN,US,43,
0000000876,DE,US,41,4562841772
0000000877,IN,US,33,
0000000878,IN,US,46,2665023741
0000000879,FR,US,27,6862110225
0000000880,US,IN,42,5690674471
0000000881,FR,US,49,1436371892
0000000882,IN,FR,52,2312604326
0000000883,US,IN,45,4335670860
0000000884,DE,US,44,5635020005
0000000885,IN,US,39,4755411082
0000000886,DE,US,55,
0000000887,DE,US,40,1291093371
0000000888,US,DE,55,4738202368
0000000889,DE,DE,43,5571617688
0000000890,US,US,23,2409036788
0000000891,US,US,42,
0000000892,FR,IN,32,0293908788
0000000893,DE,US,45,2308340242
0000000894,DE,DE,57,3381059551
0000000895,DE,IN,30,0053424089
0000000896,US,IN,49,4983735439
0000000897,FR,US,44,7172722397
0000000898,IN,IN,58,2269312163
0000000899,FR,DE,47,0916601002
0000000900,IN,IN,41,9001851327
0000000901,FR,DE,38,8481001841
0000000902,FR,US,53,
0000000903,US,US,35,6172131451
0000000904,DE,US,48,
0000000905,US,DE,37,9262494514
0000000906,FR,IN,38,
0000000907,US,IN,60,
0000000908,IN,US,21,7119642152
0000000909,IN,IN,35,6952366878
0000000910,FR,IN,51,
0000000911,FR,US,39,
0000000912,IN,IN,30,0305872105
0000000913,DE,DE,54,2863330212
0000000914,FR,IN,28,6501917920
0000000915,IN,US,46,6227284765
0000000916,FR,IN,44,4120092820
0000000917,FR,DE,33,4984362418
0000000918,FR,FR,24,3690362891
0000000919,FR,US,36,0563411159
0000000920,DE,US,34,8113904383
0000000921,US,US,53,7005140546
0000000922,IN,US,49,5215681820
0000000923,FR,US,44,7113322889
0000000924,DE,US,40,4596063399
0000000925,US,FR,18,0248171752
0000000926,DE,US,29,5511274747
0000000927,IN,DE,53,4669275895
0000000928,DE,US,40,7409038021
0000000929,DE,US,24,7157787112
0000000930,US,DE,34,
0000000931,FR,US,38,
0000000932,FR,US,50,
0000000933,US,US,48,3590960567
0000000934,IN,US,43,
0000000935,FR,US,39,6147683420
0000000936,US,DE,39,4235677826
0000000937,DE,DE,25,9319925502
0000000938,FR,DE,34,5164807279
0000000939,US,US,42,2963533905
0000000940,DE,US,36,
0000000941,US,IN,35,5868512765
0000000942,IN,IN,33,6646491111
0000000943,US,IN,32,
0000000944,US,IN,48,0463378613
0000000945,FR,FR,32,6053844446
0000000946,IN,US,56,
0000000947,US,US,48,
0000000948,DE,US,50,
0000000949,FR,US,48,0962626582
0000000950,FR,US,41,
0000000951,IN,IN,30,
0000000952,DE,DE,29,5311060920
0000000953,US,IN,58,
0000000954,DE,US,45,3438364041
0000000955,IN,IN,34,7911244211
0000000956,FR,DE,32,
0000000957,IN,US,40,1366572240
0000000958,IN,IN,42,0155799802
0000000959,DE,DE,43,8235130523
0000000960,US,IN,44,
0000000961,DE,US,43,
0000000962,DE,US,46,
0000000963,FR,IN,37,4619942376
0000000964,FR,US,46,
0000000965,DE,IN,34,5172084964
0000000966,DE,US,35,5625313552
0000000967,DE,US,41,7953816493
0000000968,IN,US,43,9196655330
0000000969,FR,US,52,2959639040
0000000970,US,DE,41,6088050171
0000000971,FR,IN,39,8579064771
0000000972,DE,DE,59,3002156321
0000000973,IN,IN,49,0040104145
0000000974,FR,US,25,2971252967
0000000975,US,IN,43,4573144158
0000000976,IN,IN,53,
0000000977,IN,IN,52,3763715398
0000000978,DE,IN,47,7281235679
0000000979,IN,IN,45,4912711307
0000000980,IN,US,49,8754181563
0000000981,IN,US,34,5106634362
0000000982,DE,IN,46,6103131009
0000000983,DE,US,34,
0000000984,FR,US,40,4732354940
0000000985,US,US,54,
0000000986,IN,US,34,2257207650
0000000987,IN,FR,46,
0000000988,US,IN,38,
0000000989,US,US,42,
0000000990,DE,DE,47,2211457758
0000000991,DE,IN,42,
0000000992,DE,IN,53,
0000000993,FR,US,36,6325703965
0000000994,IN,IN,27,6148782455
0000000995,FR,IN,50,9859167954
0000000996,US,FR,39,2728498247
0000000997,DE,US,39,9107406500
0000000998,DE,US,53,
0000000999,IN,FR,41,
0000001000,FR,IN,37,3075366614
